 iconf, T, nbar, abs_nbar, nbar2, nbar4, nbinder
   3 0.400000E+01 0.164212E+01 0.164212E+01 0.270490E+01 0.740577E+01 0.662599E+00
   3 0.404000E+01 0.145068E+01 0.145068E+01 0.211542E+01 0.456609E+01 0.659883E+00
   3 0.408000E+01 0.122794E+01 0.122794E+01 0.152177E+01 0.239828E+01 0.654792E+00
   3 0.412000E+01 -.681050E+00 0.944247E+00 0.915125E+00 0.915798E+00 0.635483E+00
   3 0.416000E+01 -.632245E-01 0.459180E+00 0.262788E+00 0.113597E+00 0.451679E+00
   3 0.420000E+01 -.412981E-02 0.131220E+00 0.295214E-01 0.329479E-02 -.260182E+00
   3 0.424000E+01 -.397868E-03 0.760491E-01 0.953153E-02 0.334283E-03 -.226501E+00
   3 0.428000E+01 -.107754E-02 0.605105E-01 0.587042E-02 0.112116E-03 -.844507E-01
   3 0.432000E+01 -.138357E-02 0.532175E-01 0.449912E-02 0.638500E-04 -.514406E-01
   3 0.436000E+01 -.597602E-03 0.488850E-01 0.377317E-02 0.438120E-04 -.257902E-01
   3 0.440000E+01 -.845117E-04 0.454377E-01 0.325191E-02 0.319617E-04 -.746768E-02
   4 0.400000E+01 0.164248E+01 0.164248E+01 0.270621E+01 0.741432E+01 0.662536E+00
   4 0.404000E+01 0.145276E+01 0.145276E+01 0.212095E+01 0.458579E+01 0.660193E+00
   4 0.408000E+01 0.122927E+01 0.122927E+01 0.152546E+01 0.241195E+01 0.654500E+00
   4 0.412000E+01 0.942965E+00 0.942965E+00 0.911974E+00 0.907702E+00 0.636205E+00
   4 0.416000E+01 0.267241E-02 0.473889E+00 0.277408E+00 0.124538E+00 0.460563E+00
   4 0.420000E+01 0.884730E-02 0.137384E+00 0.327085E-01 0.411244E-02 -.281321E+00
   4 0.424000E+01 0.743571E-03 0.751829E-01 0.922138E-02 0.295336E-03 -.157716E+00
   4 0.428000E+01 -.155853E-03 0.602453E-01 0.578471E-02 0.106770E-03 -.635609E-01
   4 0.432000E+01 0.165691E-02 0.530455E-01 0.444881E-02 0.609203E-04 -.260137E-01
   4 0.436000E+01 0.276582E-03 0.489953E-01 0.377690E-02 0.431975E-04 -.940587E-02
   4 0.440000E+01 -.524913E-03 0.452042E-01 0.322633E-02 0.319679E-04 -.237046E-01
   5 0.400000E+01 0.164056E+01 0.164056E+01 0.269984E+01 0.737897E+01 0.662559E+00
   5 0.404000E+01 0.145326E+01 0.145326E+01 0.212247E+01 0.459265E+01 0.660172E+00
   5 0.408000E+01 0.122781E+01 0.122781E+01 0.152179E+01 0.240042E+01 0.654494E+00
   5 0.412000E+01 -.934120E+00 0.934120E+00 0.895365E+00 0.877363E+00 0.635198E+00
   5 0.416000E+01 -.481431E-01 0.470694E+00 0.274770E+00 0.123150E+00 0.456282E+00
   5 0.420000E+01 0.105805E-01 0.129910E+00 0.290782E-01 0.323025E-02 -.273447E+00
   5 0.424000E+01 0.715488E-04 0.764737E-01 0.962550E-02 0.328103E-03 -.180437E+00
   5 0.428000E+01 0.939173E-03 0.603873E-01 0.582565E-02 0.109557E-03 -.760423E-01
   5 0.432000E+01 0.649370E-03 0.528195E-01 0.440053E-02 0.596388E-04 -.265900E-01
   5 0.436000E+01 -.205219E-03 0.487932E-01 0.376260E-02 0.436321E-04 -.273284E-01
   5 0.440000E+01 0.631301E-03 0.454214E-01 0.326004E-02 0.326414E-04 -.237712E-01
   6 0.400000E+01 0.164135E+01 0.164135E+01 0.270243E+01 0.739315E+01 0.662557E+00
   6 0.404000E+01 0.145445E+01 0.145445E+01 0.212600E+01 0.460859E+01 0.660126E+00
   6 0.408000E+01 0.122703E+01 0.122703E+01 0.152006E+01 0.239590E+01 0.654359E+00
   6 0.412000E+01 0.938655E+00 0.938844E+00 0.903889E+00 0.891906E+00 0.636112E+00
   6 0.416000E+01 -.182156E-01 0.469431E+00 0.274570E+00 0.123363E+00 0.454550E+00
   6 0.420000E+01 -.909931E-02 0.130497E+00 0.289214E-01 0.305767E-02 -.218512E+00
   6 0.424000E+01 -.546487E-03 0.754841E-01 0.942162E-02 0.322403E-03 -.210672E+00
   6 0.428000E+01 -.119574E-03 0.601568E-01 0.579328E-02 0.108959E-03 -.821657E-01
   6 0.432000E+01 -.141735E-03 0.527828E-01 0.440560E-02 0.599061E-04 -.288185E-01
   6 0.436000E+01 0.170044E-03 0.487159E-01 0.373977E-02 0.429457E-04 -.235503E-01
   6 0.440000E+01 -.117518E-03 0.455961E-01 0.328591E-02 0.330173E-04 -.193166E-01
   7 0.400000E+01 0.164057E+01 0.164057E+01 0.270001E+01 0.738153E+01 0.662483E+00
   7 0.404000E+01 0.145235E+01 0.145235E+01 0.211986E+01 0.458196E+01 0.660129E+00
   7 0.408000E+01 0.122712E+01 0.122712E+01 0.151979E+01 0.239248E+01 0.654729E+00
   7 0.412000E+01 0.938742E+00 0.938742E+00 0.903855E+00 0.892492E+00 0.635846E+00
   7 0.416000E+01 0.781611E-01 0.459558E+00 0.264887E+00 0.116564E+00 0.446240E+00
   7 0.420000E+01 -.489176E-04 0.131138E+00 0.298024E-01 0.341170E-02 -.280402E+00
   7 0.424000E+01 0.144549E-02 0.765570E-01 0.959820E-02 0.324830E-03 -.175316E+00
   7 0.428000E+01 -.768520E-03 0.599609E-01 0.573898E-02 0.105929E-03 -.720704E-01
   7 0.432000E+01 0.196235E-03 0.535412E-01 0.453353E-02 0.639397E-04 -.369922E-01
   7 0.436000E+01 0.859355E-03 0.487244E-01 0.373833E-02 0.424256E-04 -.119299E-01
   7 0.440000E+01 0.195543E-03 0.452681E-01 0.323316E-02 0.317360E-04 -.119920E-01
   8 0.400000E+01 0.164101E+01 0.164101E+01 0.270133E+01 0.738725E+01 0.662553E+00
   8 0.404000E+01 0.145155E+01 0.145155E+01 0.211762E+01 0.457288E+01 0.660083E+00
   8 0.408000E+01 0.122874E+01 0.122874E+01 0.152424E+01 0.240885E+01 0.654391E+00
   8 0.412000E+01 -.934251E+00 0.934251E+00 0.895717E+00 0.878218E+00 0.635129E+00
   8 0.416000E+01 -.570643E-02 0.459779E+00 0.266383E+00 0.118283E+00 0.444365E+00
   8 0.420000E+01 -.259028E-02 0.132957E+00 0.304413E-01 0.359170E-02 -.291972E+00
   8 0.424000E+01 -.848116E-03 0.756469E-01 0.950582E-02 0.335803E-03 -.238751E+00
   8 0.428000E+01 0.134770E-03 0.607218E-01 0.589410E-02 0.113524E-03 -.892582E-01
   8 0.432000E+01 0.146545E-03 0.530092E-01 0.446243E-02 0.623305E-04 -.433663E-01
   8 0.436000E+01 0.666348E-03 0.485469E-01 0.371687E-02 0.423255E-04 -.212366E-01
   8 0.440000E+01 0.103305E-03 0.454715E-01 0.326700E-02 0.326108E-04 -.184556E-01
   9 0.400000E+01 0.164111E+01 0.164111E+01 0.270149E+01 0.738647E+01 0.662628E+00
   9 0.404000E+01 0.145232E+01 0.145232E+01 0.211978E+01 0.458144E+01 0.660140E+00
   9 0.408000E+01 0.122687E+01 0.122687E+01 0.151948E+01 0.239303E+01 0.654510E+00
   9 0.412000E+01 0.940445E+00 0.940475E+00 0.907904E+00 0.901860E+00 0.635298E+00
   9 0.416000E+01 0.118999E+00 0.471889E+00 0.275429E+00 0.122947E+00 0.459769E+00
   9 0.420000E+01 -.100956E-02 0.135253E+00 0.317343E-01 0.392788E-02 -.300109E+00
   9 0.424000E+01 -.699752E-03 0.749700E-01 0.922775E-02 0.307484E-03 -.203676E+00
   9 0.428000E+01 -.537766E-03 0.607360E-01 0.589334E-02 0.111812E-03 -.731124E-01
   9 0.432000E+01 0.866582E-04 0.532768E-01 0.448951E-02 0.628886E-04 -.400472E-01
   9 0.436000E+01 0.862974E-05 0.487800E-01 0.376333E-02 0.439020E-04 -.332794E-01
   9 0.440000E+01 0.111206E-03 0.453034E-01 0.323222E-02 0.315645E-04 -.710826E-02
  10 0.400000E+01 0.164192E+01 0.164192E+01 0.270411E+01 0.740019E+01 0.662656E+00
  10 0.404000E+01 0.145287E+01 0.145287E+01 0.212120E+01 0.458626E+01 0.660238E+00
  10 0.408000E+01 0.122460E+01 0.122460E+01 0.151409E+01 0.237750E+01 0.654301E+00
  10 0.412000E+01 -.670176E+00 0.941017E+00 0.908858E+00 0.903788E+00 0.635285E+00
  10 0.416000E+01 -.102170E+00 0.463349E+00 0.267834E+00 0.118495E+00 0.449383E+00
  10 0.420000E+01 0.566997E-02 0.129298E+00 0.283571E-01 0.290411E-02 -.203839E+00
  10 0.424000E+01 0.543586E-04 0.758635E-01 0.947104E-02 0.325551E-03 -.209767E+00
  10 0.428000E+01 0.454501E-03 0.604449E-01 0.585102E-02 0.110989E-03 -.806773E-01
  10 0.432000E+01 0.128929E-03 0.529558E-01 0.443460E-02 0.607879E-04 -.303542E-01
  10 0.436000E+01 -.405047E-03 0.486053E-01 0.374248E-02 0.438727E-04 -.441314E-01
  10 0.440000E+01 -.330521E-03 0.455664E-01 0.326965E-02 0.324877E-04 -.129669E-01
  11 0.400000E+01 0.164166E+01 0.164166E+01 0.270329E+01 0.739624E+01 0.662632E+00
  11 0.404000E+01 0.145063E+01 0.145063E+01 0.211485E+01 0.456018E+01 0.660138E+00
  11 0.408000E+01 0.122906E+01 0.122906E+01 0.152474E+01 0.240872E+01 0.654639E+00
  11 0.412000E+01 -.940866E+00 0.940866E+00 0.908063E+00 0.901445E+00 0.635594E+00
  11 0.416000E+01 0.464788E-01 0.467251E+00 0.272361E+00 0.121850E+00 0.452461E+00
  11 0.420000E+01 -.808696E-02 0.127440E+00 0.281916E-01 0.309684E-02 -.298850E+00
  11 0.424000E+01 0.614103E-03 0.775417E-01 0.100395E-01 0.383655E-03 -.268807E+00
  11 0.428000E+01 -.102575E-02 0.604298E-01 0.581823E-02 0.109550E-03 -.787234E-01
  11 0.432000E+01 0.754705E-03 0.532828E-01 0.450102E-02 0.633810E-04 -.428338E-01
  11 0.436000E+01 -.481199E-03 0.487500E-01 0.375725E-02 0.433954E-04 -.246636E-01
  11 0.440000E+01 -.194752E-03 0.450017E-01 0.318920E-02 0.309136E-04 -.131285E-01
  12 0.400000E+01 0.164064E+01 0.164064E+01 0.270014E+01 0.738113E+01 0.662534E+00
  12 0.404000E+01 0.145212E+01 0.145212E+01 0.211924E+01 0.457980E+01 0.660088E+00
  12 0.408000E+01 0.122748E+01 0.122748E+01 0.152070E+01 0.239551E+01 0.654704E+00
  12 0.412000E+01 0.936615E+00 0.936615E+00 0.900475E+00 0.888310E+00 0.634826E+00
  12 0.416000E+01 0.708249E-02 0.464767E+00 0.271584E+00 0.122820E+00 0.444941E+00
  12 0.420000E+01 0.210701E-02 0.130531E+00 0.289423E-01 0.310020E-02 -.233684E+00
  12 0.424000E+01 -.188024E-02 0.766717E-01 0.969397E-02 0.342303E-03 -.214189E+00
  12 0.428000E+01 0.391884E-03 0.607246E-01 0.593483E-02 0.117777E-03 -.114605E+00
  12 0.432000E+01 0.209439E-04 0.530970E-01 0.446906E-02 0.628861E-04 -.495450E-01
  12 0.436000E+01 0.806709E-03 0.486935E-01 0.373777E-02 0.425125E-04 -.143066E-01
  12 0.440000E+01 0.195284E-03 0.454341E-01 0.325570E-02 0.321893E-04 -.122855E-01
  13 0.400000E+01 0.164163E+01 0.164163E+01 0.270350E+01 0.740048E+01 0.662490E+00
  13 0.404000E+01 0.145201E+01 0.145201E+01 0.211893E+01 0.457815E+01 0.660114E+00
  13 0.408000E+01 0.123095E+01 0.123095E+01 0.152918E+01 0.242130E+01 0.654845E+00
  13 0.412000E+01 0.944867E+00 0.944867E+00 0.915302E+00 0.914255E+00 0.636238E+00
  13 0.416000E+01 -.381449E-01 0.472232E+00 0.274470E+00 0.121062E+00 0.464330E+00
  13 0.420000E+01 -.169872E-02 0.130817E+00 0.292824E-01 0.318453E-02 -.237969E+00
  13 0.424000E+01 0.277861E-03 0.761377E-01 0.959609E-02 0.343096E-03 -.241954E+00
  13 0.428000E+01 0.755036E-03 0.605776E-01 0.590505E-02 0.117219E-03 -.120545E+00
  13 0.432000E+01 -.456880E-03 0.528559E-01 0.443949E-02 0.621134E-04 -.505048E-01
  13 0.436000E+01 -.543444E-03 0.484640E-01 0.371379E-02 0.425139E-04 -.274828E-01
  13 0.440000E+01 0.160200E-03 0.455356E-01 0.326856E-02 0.325275E-04 -.148813E-01
  14 0.400000E+01 0.164205E+01 0.164205E+01 0.270463E+01 0.740410E+01 0.662608E+00
  14 0.404000E+01 0.145264E+01 0.145264E+01 0.212092E+01 0.458802E+01 0.660018E+00
  14 0.408000E+01 0.122684E+01 0.122684E+01 0.151964E+01 0.239491E+01 0.654311E+00
  14 0.412000E+01 0.733181E+00 0.937403E+00 0.903099E+00 0.894356E+00 0.634474E+00
  14 0.416000E+01 -.498629E-01 0.475376E+00 0.276849E+00 0.122490E+00 0.467286E+00
  14 0.420000E+01 -.158077E-01 0.134518E+00 0.306087E-01 0.336176E-02 -.196065E+00
  14 0.424000E+01 -.199147E-03 0.761171E-01 0.945098E-02 0.311939E-03 -.164112E+00
  14 0.428000E+01 -.910969E-04 0.602962E-01 0.582925E-02 0.111296E-03 -.917791E-01
  14 0.432000E+01 0.114292E-02 0.533181E-01 0.452877E-02 0.654407E-04 -.635714E-01
  14 0.436000E+01 0.558929E-04 0.482163E-01 0.368064E-02 0.417278E-04 -.267331E-01
  14 0.440000E+01 -.148671E-02 0.454429E-01 0.325545E-02 0.323569E-04 -.177101E-01
  15 0.400000E+01 0.164123E+01 0.164123E+01 0.270205E+01 0.739121E+01 0.662551E+00
  15 0.404000E+01 0.145302E+01 0.145302E+01 0.212192E+01 0.459149E+01 0.660083E+00
  15 0.408000E+01 0.122590E+01 0.122590E+01 0.151719E+01 0.238634E+01 0.654436E+00
  15 0.412000E+01 -.937749E+00 0.937749E+00 0.902152E+00 0.890095E+00 0.635451E+00
  15 0.416000E+01 0.532032E-01 0.472613E+00 0.275921E+00 0.123086E+00 0.461085E+00
  15 0.420000E+01 0.556685E-02 0.129938E+00 0.291794E-01 0.329633E-02 -.290496E+00
  15 0.424000E+01 -.423692E-02 0.771629E-01 0.980251E-02 0.344370E-03 -.194618E+00
  15 0.428000E+01 0.862409E-03 0.604209E-01 0.581989E-02 0.109500E-03 -.776099E-01
  15 0.432000E+01 0.559366E-04 0.534587E-01 0.453868E-02 0.642968E-04 -.404193E-01
  15 0.436000E+01 -.459366E-04 0.481963E-01 0.366549E-02 0.410669E-04 -.188409E-01
  15 0.440000E+01 -.311698E-04 0.454110E-01 0.325181E-02 0.321979E-04 -.149735E-01
  16 0.400000E+01 0.164254E+01 0.164254E+01 0.270628E+01 0.741342E+01 0.662594E+00
  16 0.404000E+01 0.145193E+01 0.145193E+01 0.211863E+01 0.457651E+01 0.660138E+00
  16 0.408000E+01 0.122822E+01 0.122822E+01 0.152299E+01 0.240517E+01 0.654355E+00
  16 0.412000E+01 0.941834E+00 0.941837E+00 0.909498E+00 0.903165E+00 0.636049E+00
  16 0.416000E+01 0.264685E-02 0.471112E+00 0.274721E+00 0.122423E+00 0.459299E+00
  16 0.420000E+01 -.941983E-04 0.128535E+00 0.279528E-01 0.281272E-02 -.199927E+00
  16 0.424000E+01 -.133608E-02 0.758813E-01 0.947944E-02 0.329382E-03 -.221838E+00
  16 0.428000E+01 -.309610E-03 0.609166E-01 0.595464E-02 0.117607E-03 -.105606E+00
  16 0.432000E+01 -.238130E-03 0.535692E-01 0.453031E-02 0.632400E-04 -.271059E-01
  16 0.436000E+01 -.945284E-03 0.483818E-01 0.369301E-02 0.413621E-04 -.109285E-01
  16 0.440000E+01 0.782799E-05 0.455317E-01 0.326442E-02 0.324017E-04 -.135249E-01
  17 0.400000E+01 0.164211E+01 0.164211E+01 0.270495E+01 0.740712E+01 0.662549E+00
  17 0.404000E+01 0.145175E+01 0.145175E+01 0.211820E+01 0.457555E+01 0.660071E+00
  17 0.408000E+01 0.122723E+01 0.122723E+01 0.152065E+01 0.239829E+01 0.654283E+00
  17 0.412000E+01 0.938555E+00 0.938555E+00 0.903250E+00 0.891208E+00 0.635883E+00
  17 0.416000E+01 0.821405E-01 0.473402E+00 0.275367E+00 0.121585E+00 0.465518E+00
  17 0.420000E+01 0.243619E-03 0.132028E+00 0.304833E-01 0.365162E-02 -.309903E+00
  17 0.424000E+01 -.266560E-03 0.757708E-01 0.941654E-02 0.319384E-03 -.200630E+00
  17 0.428000E+01 -.233754E-03 0.603327E-01 0.586385E-02 0.117814E-03 -.142112E+00
  17 0.432000E+01 -.753316E-03 0.527643E-01 0.444359E-02 0.627089E-04 -.586202E-01
  17 0.436000E+01 -.320853E-03 0.485769E-01 0.372895E-02 0.424023E-04 -.164710E-01
  17 0.440000E+01 0.931013E-04 0.460051E-01 0.332600E-02 0.334389E-04 -.759658E-02
  18 0.400000E+01 0.164397E+01 0.164397E+01 0.271104E+01 0.743991E+01 0.662577E+00
  18 0.404000E+01 0.145424E+01 0.145424E+01 0.212544E+01 0.460626E+01 0.660117E+00
  18 0.408000E+01 0.122623E+01 0.122623E+01 0.151822E+01 0.239061E+01 0.654287E+00
  18 0.412000E+01 0.937220E+00 0.937220E+00 0.901754E+00 0.890432E+00 0.634991E+00
  18 0.416000E+01 -.238022E-01 0.469149E+00 0.273372E+00 0.121946E+00 0.456076E+00
  18 0.420000E+01 -.248542E-02 0.128477E+00 0.291353E-01 0.344669E-02 -.353454E+00
  18 0.424000E+01 -.229555E-02 0.747399E-01 0.921095E-02 0.307502E-03 -.208144E+00
  18 0.428000E+01 -.123363E-02 0.601590E-01 0.579639E-02 0.110106E-03 -.923840E-01
  18 0.432000E+01 -.177932E-02 0.532922E-01 0.451018E-02 0.638384E-04 -.461018E-01
  18 0.436000E+01 -.113145E-03 0.486521E-01 0.373997E-02 0.429471E-04 -.234727E-01
  18 0.440000E+01 0.996356E-04 0.455490E-01 0.327437E-02 0.324527E-04 -.895814E-02
  19 0.400000E+01 0.164134E+01 0.164134E+01 0.270250E+01 0.739453E+01 0.662512E+00
  19 0.404000E+01 0.145287E+01 0.145287E+01 0.212130E+01 0.458742E+01 0.660184E+00
  19 0.408000E+01 0.122630E+01 0.122630E+01 0.151837E+01 0.239153E+01 0.654222E+00
  19 0.412000E+01 0.937475E+00 0.937475E+00 0.901672E+00 0.889366E+00 0.635362E+00
  19 0.416000E+01 -.405113E-02 0.472138E+00 0.273424E+00 0.119246E+00 0.468323E+00
  19 0.420000E+01 -.175078E-02 0.129361E+00 0.286460E-01 0.315935E-02 -.283364E+00
  19 0.424000E+01 0.845492E-03 0.768305E-01 0.972182E-02 0.342680E-03 -.208569E+00
  19 0.428000E+01 0.113933E-02 0.604867E-01 0.586954E-02 0.113132E-03 -.945999E-01
  19 0.432000E+01 -.643925E-03 0.529901E-01 0.445103E-02 0.616734E-04 -.376620E-01
  19 0.436000E+01 -.222861E-03 0.489376E-01 0.377041E-02 0.433155E-04 -.156517E-01
  19 0.440000E+01 0.324920E-03 0.453060E-01 0.323253E-02 0.315571E-04 -.668256E-02
  20 0.400000E+01 0.164182E+01 0.164182E+01 0.270395E+01 0.740088E+01 0.662585E+00
  20 0.404000E+01 0.145307E+01 0.145307E+01 0.212186E+01 0.458962E+01 0.660200E+00
  20 0.408000E+01 0.122818E+01 0.122818E+01 0.152247E+01 0.240118E+01 0.654692E+00
  20 0.412000E+01 0.943599E+00 0.943599E+00 0.913378E+00 0.911519E+00 0.635798E+00
  20 0.416000E+01 -.548920E-01 0.463232E+00 0.267961E+00 0.119377E+00 0.445811E+00
  20 0.420000E+01 -.442794E-02 0.132570E+00 0.304992E-01 0.354941E-02 -.271917E+00
  20 0.424000E+01 -.289886E-02 0.769451E-01 0.978077E-02 0.355123E-03 -.237404E+00
  20 0.428000E+01 -.201450E-03 0.603585E-01 0.583402E-02 0.110377E-03 -.809951E-01
  20 0.432000E+01 0.459329E-03 0.529512E-01 0.445112E-02 0.617093E-04 -.382236E-01
  20 0.436000E+01 -.249869E-03 0.484503E-01 0.371235E-02 0.423888E-04 -.252545E-01
  20 0.440000E+01 -.793039E-04 0.453250E-01 0.323224E-02 0.316873E-04 -.110133E-01
  21 0.400000E+01 0.164112E+01 0.164112E+01 0.270158E+01 0.738754E+01 0.662601E+00
  21 0.404000E+01 0.145329E+01 0.145329E+01 0.212260E+01 0.459358E+01 0.660143E+00
  21 0.408000E+01 0.122756E+01 0.122756E+01 0.152090E+01 0.239590E+01 0.654740E+00
  21 0.412000E+01 0.100877E+00 0.939196E+00 0.905023E+00 0.895613E+00 0.635515E+00
  21 0.416000E+01 0.369569E-01 0.466185E+00 0.270549E+00 0.120469E+00 0.451391E+00
  21 0.420000E+01 -.447700E-03 0.131277E+00 0.294993E-01 0.326991E-02 -.252541E+00
  21 0.424000E+01 -.357332E-03 0.758892E-01 0.943105E-02 0.311209E-03 -.166303E+00
  21 0.428000E+01 -.265977E-03 0.605119E-01 0.590411E-02 0.116416E-03 -.113226E+00
  21 0.432000E+01 0.640496E-03 0.534808E-01 0.453711E-02 0.640549E-04 -.372215E-01
  21 0.436000E+01 -.371669E-03 0.485723E-01 0.372609E-02 0.424276E-04 -.186387E-01
  21 0.440000E+01 0.474738E-03 0.454383E-01 0.325862E-02 0.322467E-04 -.122692E-01
  22 0.400000E+01 0.164262E+01 0.164262E+01 0.270670E+01 0.741734E+01 0.662521E+00
  22 0.404000E+01 0.145257E+01 0.145257E+01 0.212058E+01 0.458560E+01 0.660089E+00
  22 0.408000E+01 0.122708E+01 0.122708E+01 0.152006E+01 0.239537E+01 0.654433E+00
  22 0.412000E+01 0.944386E+00 0.944386E+00 0.913792E+00 0.910093E+00 0.636696E+00
  22 0.416000E+01 -.125267E+00 0.459984E+00 0.265905E+00 0.118258E+00 0.442486E+00
  22 0.420000E+01 0.828785E-02 0.134526E+00 0.311004E-01 0.366022E-02 -.261404E+00
  22 0.424000E+01 0.453087E-03 0.754843E-01 0.926812E-02 0.298032E-03 -.156534E+00
  22 0.428000E+01 0.900255E-03 0.609547E-01 0.594538E-02 0.115976E-03 -.936751E-01
  22 0.432000E+01 -.309184E-04 0.531635E-01 0.448419E-02 0.630780E-04 -.456541E-01
  22 0.436000E+01 0.178415E-03 0.486616E-01 0.374719E-02 0.433659E-04 -.294731E-01
  22 0.440000E+01 0.215944E-03 0.455324E-01 0.327283E-02 0.325751E-04 -.137163E-01
  23 0.400000E+01 0.164171E+01 0.164171E+01 0.270357E+01 0.739890E+01 0.662580E+00
  23 0.404000E+01 0.145171E+01 0.145171E+01 0.211787E+01 0.457228E+01 0.660208E+00
  23 0.408000E+01 0.122879E+01 0.122879E+01 0.152417E+01 0.240718E+01 0.654601E+00
  23 0.412000E+01 0.938993E+00 0.938993E+00 0.904275E+00 0.893567E+00 0.635745E+00
  23 0.416000E+01 -.638987E-01 0.463659E+00 0.266744E+00 0.117003E+00 0.451867E+00
  23 0.420000E+01 0.291662E-02 0.135102E+00 0.310921E-01 0.354782E-02 -.223319E+00
  23 0.424000E+01 0.882555E-03 0.765793E-01 0.964688E-02 0.334548E-03 -.198293E+00
  23 0.428000E+01 0.864198E-03 0.607442E-01 0.588074E-02 0.111542E-03 -.751086E-01
  23 0.432000E+01 -.285357E-03 0.532610E-01 0.449626E-02 0.627898E-04 -.352982E-01
  23 0.436000E+01 -.729227E-04 0.487330E-01 0.375482E-02 0.432270E-04 -.220113E-01
  23 0.440000E+01 0.112066E-03 0.454284E-01 0.325390E-02 0.321116E-04 -.109577E-01
  24 0.400000E+01 0.164111E+01 0.164111E+01 0.270164E+01 0.738856E+01 0.662569E+00
  24 0.404000E+01 0.145260E+01 0.145260E+01 0.212059E+01 0.458514E+01 0.660126E+00
  24 0.408000E+01 0.122899E+01 0.122899E+01 0.152431E+01 0.240584E+01 0.654855E+00
  24 0.412000E+01 0.767959E-01 0.940133E+00 0.907433E+00 0.901225E+00 0.635177E+00
  24 0.416000E+01 0.104405E-01 0.473198E+00 0.275066E+00 0.121425E+00 0.465050E+00
  24 0.420000E+01 0.102422E-02 0.129825E+00 0.291639E-01 0.333937E-02 -.308737E+00
  24 0.424000E+01 0.278007E-03 0.760903E-01 0.954957E-02 0.328155E-03 -.199473E+00
  24 0.428000E+01 -.886144E-03 0.602434E-01 0.579297E-02 0.107610E-03 -.688800E-01
  24 0.432000E+01 -.379872E-03 0.532203E-01 0.449223E-02 0.634781E-04 -.485239E-01
  24 0.436000E+01 0.323152E-03 0.491085E-01 0.381460E-02 0.446350E-04 -.224819E-01
  24 0.440000E+01 -.125660E-03 0.453861E-01 0.324538E-02 0.320724E-04 -.150340E-01
  25 0.400000E+01 0.164229E+01 0.164229E+01 0.270550E+01 0.740982E+01 0.662565E+00
  25 0.404000E+01 0.144974E+01 0.144974E+01 0.211254E+01 0.455270E+01 0.659953E+00
  25 0.408000E+01 0.122736E+01 0.122736E+01 0.152077E+01 0.239769E+01 0.654421E+00
  25 0.412000E+01 0.939252E+00 0.939252E+00 0.905086E+00 0.896086E+00 0.635373E+00
  25 0.416000E+01 0.275222E-01 0.473865E+00 0.275791E+00 0.121879E+00 0.465871E+00
  25 0.420000E+01 0.428089E-02 0.134217E+00 0.312451E-01 0.371510E-02 -.268483E+00
  25 0.424000E+01 0.428808E-02 0.755564E-01 0.936874E-02 0.314348E-03 -.193789E+00
  25 0.428000E+01 0.127793E-02 0.603685E-01 0.581945E-02 0.109454E-03 -.773246E-01
  25 0.432000E+01 -.612070E-03 0.531287E-01 0.448486E-02 0.628522E-04 -.416017E-01
