 iconf T
   5 0.800000E+01
 isweep, binderx, bindery
   36084 0.320683E+00 0.665921E+00
   36085 0.320680E+00 0.665921E+00
   36086 0.320679E+00 0.665921E+00
   36087 0.320691E+00 0.665921E+00
   36088 0.320689E+00 0.665921E+00
   36089 0.320695E+00 0.665921E+00
   36090 0.320693E+00 0.665921E+00
   36091 0.320702E+00 0.665921E+00
   36092 0.320706E+00 0.665921E+00
   36093 0.320712E+00 0.665921E+00
   36094 0.320715E+00 0.665921E+00
   36095 0.320722E+00 0.665921E+00
   36096 0.320729E+00 0.665921E+00
   36097 0.320735E+00 0.665921E+00
   36098 0.320731E+00 0.665921E+00
   36099 0.320726E+00 0.665921E+00
   36100 0.320734E+00 0.665921E+00
   36101 0.320736E+00 0.665921E+00
   36102 0.320735E+00 0.665921E+00
   36103 0.320748E+00 0.665921E+00
   36104 0.320749E+00 0.665921E+00
   36105 0.320755E+00 0.665921E+00
   36106 0.320747E+00 0.665921E+00
   36107 0.320751E+00 0.665921E+00
   36108 0.320736E+00 0.665921E+00
   36109 0.320741E+00 0.665921E+00
   36110 0.320743E+00 0.665921E+00
   36111 0.320754E+00 0.665921E+00
   36112 0.320772E+00 0.665921E+00
   36113 0.320790E+00 0.665921E+00
   36114 0.320808E+00 0.665921E+00
   36115 0.320821E+00 0.665921E+00
   36116 0.320832E+00 0.665921E+00
   36117 0.320813E+00 0.665921E+00
   36118 0.320798E+00 0.665921E+00
   36119 0.320779E+00 0.665921E+00
   36120 0.320761E+00 0.665921E+00
   36121 0.320742E+00 0.665921E+00
   36122 0.320725E+00 0.665921E+00
   36123 0.320707E+00 0.665921E+00
   36124 0.320688E+00 0.665921E+00
   36125 0.320672E+00 0.665921E+00
   36126 0.320655E+00 0.665921E+00
   36127 0.320636E+00 0.665921E+00
   36128 0.320618E+00 0.665921E+00
   36129 0.320600E+00 0.665921E+00
   36130 0.320581E+00 0.665921E+00
   36131 0.320563E+00 0.665921E+00
   36132 0.320546E+00 0.665921E+00
   36133 0.320557E+00 0.665921E+00
   36134 0.320558E+00 0.665921E+00
   36135 0.320576E+00 0.665921E+00
   36136 0.320596E+00 0.665921E+00
   36137 0.320613E+00 0.665921E+00
   36138 0.320629E+00 0.665921E+00
   36139 0.320646E+00 0.665921E+00
   36140 0.320659E+00 0.665921E+00
   36141 0.320678E+00 0.665921E+00
   36142 0.320691E+00 0.665921E+00
   36143 0.320696E+00 0.665921E+00
   36144 0.320690E+00 0.665921E+00
   36145 0.320697E+00 0.665921E+00
   36146 0.320705E+00 0.665921E+00
   36147 0.320715E+00 0.665921E+00
   36148 0.320731E+00 0.665921E+00
   36149 0.320736E+00 0.665921E+00
   36150 0.320751E+00 0.665921E+00
   36151 0.320767E+00 0.665921E+00
   36152 0.320784E+00 0.665921E+00
   36153 0.320803E+00 0.665921E+00
   36154 0.320822E+00 0.665921E+00
   36155 0.320840E+00 0.665921E+00
   36156 0.320856E+00 0.665921E+00
   36157 0.320875E+00 0.665921E+00
   36158 0.320886E+00 0.665921E+00
   36159 0.320902E+00 0.665921E+00
   36160 0.320913E+00 0.665921E+00
   36161 0.320922E+00 0.665921E+00
   36162 0.320939E+00 0.665921E+00
   36163 0.320950E+00 0.665921E+00
   36164 0.320960E+00 0.665921E+00
   36165 0.320966E+00 0.665921E+00
   36166 0.320979E+00 0.665921E+00
   36167 0.320992E+00 0.665921E+00
   36168 0.320997E+00 0.665921E+00
   36169 0.320992E+00 0.665921E+00
   36170 0.320998E+00 0.665921E+00
   36171 0.321003E+00 0.665921E+00
   36172 0.321017E+00 0.665921E+00
   36173 0.321032E+00 0.665921E+00
   36174 0.321051E+00 0.665921E+00
   36175 0.321069E+00 0.665921E+00
   36176 0.321086E+00 0.665921E+00
   36177 0.321097E+00 0.665921E+00
   36178 0.321111E+00 0.665921E+00
   36179 0.321123E+00 0.665921E+00
   36180 0.321122E+00 0.665921E+00
   36181 0.321132E+00 0.665921E+00
   36182 0.321131E+00 0.665921E+00
   36183 0.321132E+00 0.665921E+00
   36184 0.321126E+00 0.665921E+00
   36185 0.321126E+00 0.665921E+00
   36186 0.321117E+00 0.665921E+00
   36187 0.321108E+00 0.665921E+00
   36188 0.321110E+00 0.665921E+00
   36189 0.321098E+00 0.665921E+00
   36190 0.321089E+00 0.665921E+00
   36191 0.321079E+00 0.665921E+00
   36192 0.321077E+00 0.665921E+00
   36193 0.321066E+00 0.665921E+00
   36194 0.321052E+00 0.665921E+00
   36195 0.321039E+00 0.665921E+00
   36196 0.321037E+00 0.665921E+00
   36197 0.321025E+00 0.665921E+00
   36198 0.321017E+00 0.665921E+00
   36199 0.321009E+00 0.665921E+00
   36200 0.321001E+00 0.665921E+00
   36201 0.320998E+00 0.665921E+00
   36202 0.320992E+00 0.665921E+00
   36203 0.320979E+00 0.665921E+00
   36204 0.320963E+00 0.665921E+00
   36205 0.320949E+00 0.665921E+00
   36206 0.320935E+00 0.665921E+00
   36207 0.320917E+00 0.665921E+00
   36208 0.320901E+00 0.665921E+00
   36209 0.320894E+00 0.665921E+00
   36210 0.320881E+00 0.665921E+00
   36211 0.320863E+00 0.665921E+00
   36212 0.320851E+00 0.665921E+00
   36213 0.320835E+00 0.665921E+00
   36214 0.320820E+00 0.665921E+00
   36215 0.320808E+00 0.665921E+00
   36216 0.320796E+00 0.665921E+00
   36217 0.320781E+00 0.665921E+00
   36218 0.320768E+00 0.665921E+00
   36219 0.320759E+00 0.665921E+00
   36220 0.320754E+00 0.665921E+00
   36221 0.320743E+00 0.665921E+00
   36222 0.320729E+00 0.665921E+00
   36223 0.320738E+00 0.665921E+00
   36224 0.320751E+00 0.665921E+00
   36225 0.320756E+00 0.665921E+00
   36226 0.320766E+00 0.665921E+00
   36227 0.320755E+00 0.665921E+00
   36228 0.320744E+00 0.665921E+00
   36229 0.320731E+00 0.665921E+00
   36230 0.320724E+00 0.665921E+00
   36231 0.320714E+00 0.665921E+00
   36232 0.320701E+00 0.665921E+00
   36233 0.320683E+00 0.665921E+00
   36234 0.320670E+00 0.665921E+00
   36235 0.320657E+00 0.665921E+00
   36236 0.320660E+00 0.665921E+00
   36237 0.320665E+00 0.665921E+00
   36238 0.320662E+00 0.665921E+00
   36239 0.320661E+00 0.665921E+00
   36240 0.320649E+00 0.665921E+00
   36241 0.320662E+00 0.665921E+00
   36242 0.320667E+00 0.665921E+00
   36243 0.320678E+00 0.665921E+00
   36244 0.320688E+00 0.665921E+00
   36245 0.320700E+00 0.665921E+00
   36246 0.320719E+00 0.665921E+00
   36247 0.320738E+00 0.665921E+00
   36248 0.320751E+00 0.665921E+00
   36249 0.320767E+00 0.665921E+00
   36250 0.320784E+00 0.665921E+00
   36251 0.320801E+00 0.665921E+00
   36252 0.320820E+00 0.665921E+00
   36253 0.320834E+00 0.665921E+00
   36254 0.320852E+00 0.665921E+00
   36255 0.320863E+00 0.665921E+00
   36256 0.320878E+00 0.665921E+00
   36257 0.320896E+00 0.665921E+00
   36258 0.320915E+00 0.665921E+00
   36259 0.320934E+00 0.665921E+00
   36260 0.320950E+00 0.665921E+00
   36261 0.320966E+00 0.665921E+00
   36262 0.320985E+00 0.665921E+00
   36263 0.321000E+00 0.665921E+00
   36264 0.321012E+00 0.665921E+00
   36265 0.321025E+00 0.665921E+00
   36266 0.321044E+00 0.665921E+00
   36267 0.321051E+00 0.665921E+00
   36268 0.321053E+00 0.665921E+00
   36269 0.321064E+00 0.665921E+00
   36270 0.321067E+00 0.665921E+00
   36271 0.321075E+00 0.665921E+00
   36272 0.321073E+00 0.665921E+00
   36273 0.321081E+00 0.665921E+00
   36274 0.321094E+00 0.665921E+00
   36275 0.321105E+00 0.665921E+00
   36276 0.321115E+00 0.665921E+00
   36277 0.321134E+00 0.665921E+00
   36278 0.321151E+00 0.665921E+00
   36279 0.321171E+00 0.665921E+00
   36280 0.321190E+00 0.665921E+00
   36281 0.321206E+00 0.665921E+00
   36282 0.321225E+00 0.665921E+00
   36283 0.321244E+00 0.665921E+00
   36284 0.321247E+00 0.665921E+00
   36285 0.321259E+00 0.665921E+00
   36286 0.321277E+00 0.665921E+00
   36287 0.321289E+00 0.665921E+00
   36288 0.321305E+00 0.665921E+00
   36289 0.321313E+00 0.665921E+00
   36290 0.321312E+00 0.665921E+00
   36291 0.321316E+00 0.665921E+00
   36292 0.321319E+00 0.665921E+00
   36293 0.321325E+00 0.665921E+00
   36294 0.321333E+00 0.665921E+00
   36295 0.321343E+00 0.665921E+00
   36296 0.321348E+00 0.665921E+00
   36297 0.321351E+00 0.665921E+00
   36298 0.321364E+00 0.665921E+00
   36299 0.321374E+00 0.665921E+00
   36300 0.321375E+00 0.665921E+00
   36301 0.321375E+00 0.665921E+00
   36302 0.321382E+00 0.665921E+00
   36303 0.321381E+00 0.665921E+00
   36304 0.321381E+00 0.665921E+00
   36305 0.321388E+00 0.665921E+00
   36306 0.321393E+00 0.665921E+00
   36307 0.321391E+00 0.665921E+00
   36308 0.321394E+00 0.665921E+00
   36309 0.321394E+00 0.665921E+00
   36310 0.321400E+00 0.665921E+00
   36311 0.321410E+00 0.665921E+00
   36312 0.321410E+00 0.665921E+00
   36313 0.321415E+00 0.665921E+00
   36314 0.321417E+00 0.665921E+00
   36315 0.321425E+00 0.665921E+00
   36316 0.321443E+00 0.665921E+00
   36317 0.321453E+00 0.665921E+00
   36318 0.321468E+00 0.665921E+00
   36319 0.321483E+00 0.665921E+00
   36320 0.321497E+00 0.665921E+00
   36321 0.321516E+00 0.665921E+00
   36322 0.321530E+00 0.665921E+00
   36323 0.321549E+00 0.665921E+00
   36324 0.321560E+00 0.665921E+00
   36325 0.321578E+00 0.665921E+00
   36326 0.321596E+00 0.665921E+00
   36327 0.321615E+00 0.665921E+00
   36328 0.321633E+00 0.665921E+00
   36329 0.321653E+00 0.665921E+00
   36330 0.321670E+00 0.665921E+00
   36331 0.321686E+00 0.665921E+00
   36332 0.321705E+00 0.665921E+00
   36333 0.321720E+00 0.665921E+00
   36334 0.321740E+00 0.665921E+00
   36335 0.321755E+00 0.665921E+00
   36336 0.321774E+00 0.665921E+00
   36337 0.321793E+00 0.665921E+00
   36338 0.321804E+00 0.665921E+00
   36339 0.321815E+00 0.665921E+00
   36340 0.321831E+00 0.665921E+00
   36341 0.321848E+00 0.665921E+00
   36342 0.321861E+00 0.665921E+00
   36343 0.321875E+00 0.665921E+00
   36344 0.321890E+00 0.665921E+00
   36345 0.321909E+00 0.665921E+00
   36346 0.321928E+00 0.665921E+00
   36347 0.321947E+00 0.665921E+00
   36348 0.321956E+00 0.665921E+00
   36349 0.321970E+00 0.665921E+00
   36350 0.321988E+00 0.665921E+00
   36351 0.322005E+00 0.665922E+00
   36352 0.322022E+00 0.665922E+00
   36353 0.322040E+00 0.665922E+00
   36354 0.322045E+00 0.665922E+00
   36355 0.322061E+00 0.665922E+00
   36356 0.322080E+00 0.665921E+00
   36357 0.322099E+00 0.665921E+00
   36358 0.322114E+00 0.665921E+00
   36359 0.322133E+00 0.665921E+00
   36360 0.322147E+00 0.665921E+00
   36361 0.322165E+00 0.665921E+00
   36362 0.322180E+00 0.665921E+00
   36363 0.322191E+00 0.665921E+00
   36364 0.322199E+00 0.665921E+00
   36365 0.322211E+00 0.665921E+00
   36366 0.322229E+00 0.665921E+00
   36367 0.322241E+00 0.665921E+00
   36368 0.322250E+00 0.665921E+00
   36369 0.322259E+00 0.665921E+00
   36370 0.322278E+00 0.665921E+00
   36371 0.322295E+00 0.665921E+00
   36372 0.322310E+00 0.665922E+00
   36373 0.322322E+00 0.665922E+00
   36374 0.322339E+00 0.665922E+00
   36375 0.322353E+00 0.665922E+00
   36376 0.322370E+00 0.665922E+00
   36377 0.322384E+00 0.665922E+00
   36378 0.322403E+00 0.665922E+00
   36379 0.322420E+00 0.665922E+00
   36380 0.322426E+00 0.665922E+00
   36381 0.322431E+00 0.665922E+00
   36382 0.322441E+00 0.665922E+00
   36383 0.322453E+00 0.665922E+00
   36384 0.322455E+00 0.665922E+00
   36385 0.322447E+00 0.665922E+00
   36386 0.322447E+00 0.665922E+00
   36387 0.322448E+00 0.665922E+00
   36388 0.322461E+00 0.665922E+00
   36389 0.322474E+00 0.665922E+00
   36390 0.322484E+00 0.665922E+00
   36391 0.322497E+00 0.665922E+00
   36392 0.322514E+00 0.665922E+00
   36393 0.322527E+00 0.665922E+00
   36394 0.322544E+00 0.665922E+00
   36395 0.322557E+00 0.665922E+00
   36396 0.322570E+00 0.665922E+00
   36397 0.322575E+00 0.665922E+00
   36398 0.322574E+00 0.665922E+00
   36399 0.322581E+00 0.665922E+00
   36400 0.322578E+00 0.665922E+00
   36401 0.322586E+00 0.665922E+00
   36402 0.322587E+00 0.665922E+00
   36403 0.322596E+00 0.665922E+00
   36404 0.322600E+00 0.665922E+00
   36405 0.322608E+00 0.665922E+00
   36406 0.322621E+00 0.665922E+00
   36407 0.322636E+00 0.665922E+00
   36408 0.322640E+00 0.665922E+00
   36409 0.322650E+00 0.665922E+00
   36410 0.322667E+00 0.665922E+00
   36411 0.322686E+00 0.665922E+00
   36412 0.322705E+00 0.665922E+00
   36413 0.322723E+00 0.665922E+00
   36414 0.322741E+00 0.665922E+00
   36415 0.322757E+00 0.665922E+00
   36416 0.322776E+00 0.665922E+00
   36417 0.322793E+00 0.665922E+00
   36418 0.322812E+00 0.665922E+00
   36419 0.322828E+00 0.665922E+00
   36420 0.322847E+00 0.665922E+00
   36421 0.322863E+00 0.665922E+00
   36422 0.322881E+00 0.665922E+00
   36423 0.322897E+00 0.665922E+00
   36424 0.322912E+00 0.665922E+00
   36425 0.322921E+00 0.665922E+00
   36426 0.322934E+00 0.665922E+00
   36427 0.322943E+00 0.665922E+00
   36428 0.322949E+00 0.665922E+00
   36429 0.322957E+00 0.665922E+00
   36430 0.322968E+00 0.665922E+00
   36431 0.322986E+00 0.665922E+00
   36432 0.323001E+00 0.665922E+00
   36433 0.323012E+00 0.665922E+00
   36434 0.323029E+00 0.665922E+00
   36435 0.323041E+00 0.665922E+00
   36436 0.323054E+00 0.665922E+00
   36437 0.323054E+00 0.665922E+00
   36438 0.323062E+00 0.665922E+00
   36439 0.323064E+00 0.665922E+00
   36440 0.323078E+00 0.665922E+00
   36441 0.323082E+00 0.665922E+00
   36442 0.323077E+00 0.665922E+00
   36443 0.323078E+00 0.665922E+00
   36444 0.323086E+00 0.665922E+00
   36445 0.323092E+00 0.665922E+00
   36446 0.323100E+00 0.665922E+00
   36447 0.323113E+00 0.665922E+00
   36448 0.323131E+00 0.665922E+00
   36449 0.323148E+00 0.665922E+00
   36450 0.323159E+00 0.665922E+00
   36451 0.323178E+00 0.665922E+00
   36452 0.323193E+00 0.665922E+00
   36453 0.323199E+00 0.665922E+00
   36454 0.323196E+00 0.665922E+00
   36455 0.323192E+00 0.665922E+00
   36456 0.323186E+00 0.665922E+00
   36457 0.323189E+00 0.665922E+00
   36458 0.323188E+00 0.665922E+00
   36459 0.323196E+00 0.665922E+00
   36460 0.323207E+00 0.665922E+00
   36461 0.323220E+00 0.665922E+00
   36462 0.323231E+00 0.665922E+00
   36463 0.323232E+00 0.665922E+00
   36464 0.323246E+00 0.665922E+00
   36465 0.323260E+00 0.665922E+00
   36466 0.323271E+00 0.665922E+00
   36467 0.323290E+00 0.665922E+00
   36468 0.323303E+00 0.665922E+00
   36469 0.323318E+00 0.665922E+00
   36470 0.323333E+00 0.665922E+00
   36471 0.323351E+00 0.665922E+00
   36472 0.323370E+00 0.665922E+00
   36473 0.323388E+00 0.665922E+00
   36474 0.323406E+00 0.665922E+00
   36475 0.323420E+00 0.665922E+00
   36476 0.323439E+00 0.665922E+00
   36477 0.323457E+00 0.665922E+00
   36478 0.323473E+00 0.665922E+00
   36479 0.323488E+00 0.665922E+00
   36480 0.323507E+00 0.665922E+00
   36481 0.323525E+00 0.665922E+00
   36482 0.323544E+00 0.665922E+00
   36483 0.323563E+00 0.665922E+00
   36484 0.323579E+00 0.665922E+00
   36485 0.323596E+00 0.665922E+00
   36486 0.323615E+00 0.665922E+00
   36487 0.323624E+00 0.665922E+00
   36488 0.323640E+00 0.665922E+00
   36489 0.323655E+00 0.665922E+00
   36490 0.323661E+00 0.665922E+00
   36491 0.323672E+00 0.665922E+00
   36492 0.323691E+00 0.665922E+00
   36493 0.323710E+00 0.665922E+00
   36494 0.323728E+00 0.665922E+00
   36495 0.323746E+00 0.665922E+00
   36496 0.323764E+00 0.665922E+00
   36497 0.323779E+00 0.665922E+00
   36498 0.323798E+00 0.665922E+00
   36499 0.323816E+00 0.665922E+00
   36500 0.323833E+00 0.665922E+00
   36501 0.323850E+00 0.665922E+00
   36502 0.323867E+00 0.665922E+00
   36503 0.323886E+00 0.665922E+00
   36504 0.323900E+00 0.665922E+00
   36505 0.323919E+00 0.665922E+00
   36506 0.323934E+00 0.665922E+00
   36507 0.323953E+00 0.665922E+00
   36508 0.323970E+00 0.665922E+00
   36509 0.323984E+00 0.665922E+00
   36510 0.324003E+00 0.665922E+00
   36511 0.324022E+00 0.665922E+00
   36512 0.324033E+00 0.665922E+00
   36513 0.324045E+00 0.665922E+00
   36514 0.324062E+00 0.665922E+00
   36515 0.324075E+00 0.665922E+00
   36516 0.324090E+00 0.665922E+00
   36517 0.324109E+00 0.665922E+00
   36518 0.324128E+00 0.665922E+00
   36519 0.324139E+00 0.665922E+00
   36520 0.324158E+00 0.665922E+00
   36521 0.324175E+00 0.665922E+00
   36522 0.324188E+00 0.665922E+00
   36523 0.324204E+00 0.665922E+00
   36524 0.324222E+00 0.665922E+00
   36525 0.324240E+00 0.665922E+00
   36526 0.324259E+00 0.665922E+00
   36527 0.324277E+00 0.665922E+00
   36528 0.324293E+00 0.665922E+00
   36529 0.324312E+00 0.665922E+00
   36530 0.324326E+00 0.665922E+00
   36531 0.324345E+00 0.665922E+00
   36532 0.324364E+00 0.665922E+00
   36533 0.324360E+00 0.665922E+00
   36534 0.324356E+00 0.665922E+00
   36535 0.324366E+00 0.665922E+00
   36536 0.324363E+00 0.665922E+00
   36537 0.324366E+00 0.665922E+00
   36538 0.324370E+00 0.665922E+00
   36539 0.324374E+00 0.665922E+00
   36540 0.324370E+00 0.665922E+00
   36541 0.324378E+00 0.665922E+00
   36542 0.324371E+00 0.665922E+00
   36543 0.324378E+00 0.665922E+00
   36544 0.324383E+00 0.665922E+00
   36545 0.324387E+00 0.665922E+00
   36546 0.324394E+00 0.665922E+00
   36547 0.324403E+00 0.665922E+00
   36548 0.324413E+00 0.665922E+00
   36549 0.324420E+00 0.665922E+00
   36550 0.324424E+00 0.665922E+00
   36551 0.324434E+00 0.665922E+00
   36552 0.324437E+00 0.665922E+00
   36553 0.324442E+00 0.665922E+00
   36554 0.324435E+00 0.665922E+00
   36555 0.324423E+00 0.665922E+00
   36556 0.324422E+00 0.665922E+00
   36557 0.324427E+00 0.665922E+00
   36558 0.324429E+00 0.665922E+00
   36559 0.324421E+00 0.665922E+00
   36560 0.324422E+00 0.665922E+00
   36561 0.324438E+00 0.665922E+00
   36562 0.324454E+00 0.665922E+00
   36563 0.324466E+00 0.665922E+00
   36564 0.324483E+00 0.665922E+00
   36565 0.324502E+00 0.665922E+00
   36566 0.324519E+00 0.665922E+00
   36567 0.324524E+00 0.665922E+00
   36568 0.324534E+00 0.665922E+00
   36569 0.324551E+00 0.665922E+00
   36570 0.324566E+00 0.665922E+00
   36571 0.324581E+00 0.665922E+00
   36572 0.324596E+00 0.665922E+00
   36573 0.324609E+00 0.665922E+00
   36574 0.324619E+00 0.665922E+00
   36575 0.324635E+00 0.665922E+00
   36576 0.324647E+00 0.665922E+00
   36577 0.324655E+00 0.665922E+00
   36578 0.324674E+00 0.665922E+00
   36579 0.324689E+00 0.665922E+00
   36580 0.324699E+00 0.665922E+00
   36581 0.324707E+00 0.665922E+00
   36582 0.324714E+00 0.665922E+00
   36583 0.324726E+00 0.665922E+00
   36584 0.324744E+00 0.665922E+00
   36585 0.324759E+00 0.665922E+00
   36586 0.324770E+00 0.665922E+00
   36587 0.324784E+00 0.665922E+00
   36588 0.324791E+00 0.665922E+00
   36589 0.324802E+00 0.665922E+00
   36590 0.324814E+00 0.665922E+00
   36591 0.324826E+00 0.665922E+00
   36592 0.324834E+00 0.665922E+00
   36593 0.324842E+00 0.665922E+00
   36594 0.324850E+00 0.665922E+00
   36595 0.324863E+00 0.665922E+00
   36596 0.324876E+00 0.665922E+00
   36597 0.324887E+00 0.665922E+00
   36598 0.324900E+00 0.665922E+00
   36599 0.324914E+00 0.665922E+00
   36600 0.324930E+00 0.665922E+00
   36601 0.324920E+00 0.665922E+00
   36602 0.324907E+00 0.665922E+00
   36603 0.324898E+00 0.665922E+00
   36604 0.324885E+00 0.665922E+00
   36605 0.324867E+00 0.665922E+00
   36606 0.324849E+00 0.665922E+00
   36607 0.324839E+00 0.665922E+00
   36608 0.324825E+00 0.665922E+00
   36609 0.324827E+00 0.665922E+00
   36610 0.324831E+00 0.665922E+00
   36611 0.324818E+00 0.665922E+00
   36612 0.324808E+00 0.665922E+00
   36613 0.324807E+00 0.665922E+00
   36614 0.324805E+00 0.665922E+00
   36615 0.324808E+00 0.665922E+00
   36616 0.324807E+00 0.665923E+00
   36617 0.324794E+00 0.665923E+00
   36618 0.324784E+00 0.665923E+00
   36619 0.324776E+00 0.665923E+00
   36620 0.324760E+00 0.665922E+00
   36621 0.324745E+00 0.665923E+00
   36622 0.324730E+00 0.665923E+00
   36623 0.324727E+00 0.665923E+00
   36624 0.324727E+00 0.665923E+00
   36625 0.324716E+00 0.665923E+00
   36626 0.324708E+00 0.665923E+00
   36627 0.324702E+00 0.665923E+00
   36628 0.324697E+00 0.665923E+00
   36629 0.324703E+00 0.665923E+00
   36630 0.324708E+00 0.665923E+00
   36631 0.324709E+00 0.665923E+00
   36632 0.324708E+00 0.665923E+00
   36633 0.324710E+00 0.665923E+00
   36634 0.324699E+00 0.665923E+00
   36635 0.324694E+00 0.665923E+00
   36636 0.324689E+00 0.665923E+00
   36637 0.324671E+00 0.665923E+00
   36638 0.324658E+00 0.665923E+00
   36639 0.324644E+00 0.665923E+00
   36640 0.324628E+00 0.665923E+00
   36641 0.324615E+00 0.665923E+00
   36642 0.324599E+00 0.665923E+00
   36643 0.324587E+00 0.665922E+00
   36644 0.324577E+00 0.665923E+00
   36645 0.324572E+00 0.665922E+00
   36646 0.324579E+00 0.665922E+00
   36647 0.324582E+00 0.665922E+00
   36648 0.324576E+00 0.665922E+00
   36649 0.324577E+00 0.665923E+00
   36650 0.324566E+00 0.665923E+00
   36651 0.324562E+00 0.665922E+00
   36652 0.324553E+00 0.665922E+00
   36653 0.324553E+00 0.665922E+00
   36654 0.324548E+00 0.665922E+00
   36655 0.324541E+00 0.665922E+00
   36656 0.324535E+00 0.665922E+00
   36657 0.324537E+00 0.665922E+00
   36658 0.324539E+00 0.665922E+00
   36659 0.324546E+00 0.665922E+00
   36660 0.324540E+00 0.665922E+00
   36661 0.324547E+00 0.665922E+00
   36662 0.324547E+00 0.665923E+00
   36663 0.324541E+00 0.665922E+00
   36664 0.324537E+00 0.665922E+00
   36665 0.324533E+00 0.665922E+00
   36666 0.324542E+00 0.665922E+00
   36667 0.324548E+00 0.665922E+00
   36668 0.324559E+00 0.665922E+00
   36669 0.324566E+00 0.665922E+00
   36670 0.324580E+00 0.665922E+00
   36671 0.324599E+00 0.665922E+00
   36672 0.324615E+00 0.665923E+00
   36673 0.324620E+00 0.665923E+00
   36674 0.324627E+00 0.665922E+00
   36675 0.324640E+00 0.665923E+00
   36676 0.324637E+00 0.665923E+00
   36677 0.324642E+00 0.665923E+00
   36678 0.324647E+00 0.665923E+00
   36679 0.324653E+00 0.665923E+00
   36680 0.324655E+00 0.665923E+00
   36681 0.324667E+00 0.665922E+00
   36682 0.324678E+00 0.665923E+00
   36683 0.324689E+00 0.665923E+00
   36684 0.324695E+00 0.665923E+00
   36685 0.324696E+00 0.665923E+00
   36686 0.324701E+00 0.665923E+00
   36687 0.324707E+00 0.665923E+00
   36688 0.324708E+00 0.665923E+00
   36689 0.324713E+00 0.665923E+00
   36690 0.324727E+00 0.665923E+00
   36691 0.324736E+00 0.665923E+00
   36692 0.324743E+00 0.665923E+00
   36693 0.324750E+00 0.665923E+00
   36694 0.324759E+00 0.665923E+00
   36695 0.324766E+00 0.665923E+00
   36696 0.324784E+00 0.665923E+00
   36697 0.324799E+00 0.665923E+00
   36698 0.324818E+00 0.665923E+00
   36699 0.324829E+00 0.665923E+00
   36700 0.324832E+00 0.665923E+00
   36701 0.324840E+00 0.665923E+00
   36702 0.324841E+00 0.665923E+00
   36703 0.324829E+00 0.665923E+00
   36704 0.324831E+00 0.665923E+00
   36705 0.324821E+00 0.665923E+00
   36706 0.324819E+00 0.665922E+00
   36707 0.324821E+00 0.665923E+00
   36708 0.324814E+00 0.665923E+00
   36709 0.324813E+00 0.665923E+00
   36710 0.324815E+00 0.665922E+00
   36711 0.324826E+00 0.665923E+00
   36712 0.324838E+00 0.665923E+00
   36713 0.324835E+00 0.665923E+00
   36714 0.324844E+00 0.665923E+00
   36715 0.324837E+00 0.665923E+00
   36716 0.324845E+00 0.665923E+00
   36717 0.324837E+00 0.665923E+00
   36718 0.324839E+00 0.665923E+00
   36719 0.324843E+00 0.665923E+00
   36720 0.324838E+00 0.665922E+00
   36721 0.324833E+00 0.665922E+00
   36722 0.324833E+00 0.665922E+00
   36723 0.324837E+00 0.665922E+00
   36724 0.324836E+00 0.665922E+00
   36725 0.324841E+00 0.665922E+00
   36726 0.324844E+00 0.665922E+00
   36727 0.324850E+00 0.665922E+00
   36728 0.324850E+00 0.665922E+00
   36729 0.324854E+00 0.665922E+00
   36730 0.324857E+00 0.665922E+00
   36731 0.324865E+00 0.665922E+00
   36732 0.324874E+00 0.665922E+00
   36733 0.324889E+00 0.665922E+00
   36734 0.324887E+00 0.665922E+00
   36735 0.324895E+00 0.665922E+00
   36736 0.324908E+00 0.665922E+00
   36737 0.324924E+00 0.665922E+00
   36738 0.324934E+00 0.665922E+00
   36739 0.324946E+00 0.665922E+00
   36740 0.324959E+00 0.665922E+00
   36741 0.324969E+00 0.665922E+00
   36742 0.324971E+00 0.665922E+00
   36743 0.324964E+00 0.665922E+00
   36744 0.324959E+00 0.665922E+00
   36745 0.324956E+00 0.665922E+00
   36746 0.324958E+00 0.665922E+00
   36747 0.324953E+00 0.665922E+00
   36748 0.324951E+00 0.665922E+00
   36749 0.324952E+00 0.665922E+00
   36750 0.324951E+00 0.665922E+00
   36751 0.324948E+00 0.665923E+00
   36752 0.324949E+00 0.665923E+00
   36753 0.324941E+00 0.665923E+00
   36754 0.324947E+00 0.665923E+00
   36755 0.324955E+00 0.665923E+00
   36756 0.324952E+00 0.665922E+00
   36757 0.324951E+00 0.665922E+00
   36758 0.324948E+00 0.665922E+00
   36759 0.324944E+00 0.665922E+00
   36760 0.324937E+00 0.665922E+00
   36761 0.324934E+00 0.665922E+00
   36762 0.324941E+00 0.665922E+00
   36763 0.324949E+00 0.665922E+00
   36764 0.324955E+00 0.665922E+00
   36765 0.324971E+00 0.665922E+00
   36766 0.324983E+00 0.665922E+00
   36767 0.324999E+00 0.665922E+00
   36768 0.325018E+00 0.665922E+00
   36769 0.325036E+00 0.665922E+00
   36770 0.325055E+00 0.665922E+00
   36771 0.325073E+00 0.665922E+00
   36772 0.325092E+00 0.665922E+00
   36773 0.325110E+00 0.665922E+00
   36774 0.325123E+00 0.665922E+00
   36775 0.325132E+00 0.665922E+00
   36776 0.325151E+00 0.665922E+00
   36777 0.325168E+00 0.665922E+00
   36778 0.325186E+00 0.665922E+00
   36779 0.325201E+00 0.665922E+00
   36780 0.325208E+00 0.665922E+00
   36781 0.325224E+00 0.665922E+00
